biomassa,biomassa,substrato,temperatura,ph,concentracao_n,concentracao_p,concentracao_dqo,eficiencia_remocao_n,eficiencia_remocao_p,eficiencia_remocao_dqo
0.23232323232323232,0.0030024009983380066,0.4451028466860598,0.22956748481917377,0.9774171389180796,0.9100340416911091,0.9162240174990546,0.9221958614586682,0.08996595830889094,0.08377598250094513,0.07780413854133231
0.24242424242424243,0.054536641941781996,0.7201738450070586,0.39037721042267043,0.25914613689099214,0.9037684461545427,0.9103569214996495,0.9167165995557172,0.09623155384545738,0.08964307850035076,0.08328340044428295
0.2525252525252525,0.09410062789041991,0.9414843965624148,0.6104057866886669,0.21088796036659202,0.8972506125029905,0.9042489986329523,0.911008101663191,0.10274938749700972,0.09575100136704758,0.0889918983368088
0.26262626262626265,0.03034502653036539,0.4959363179062718,0.4659638996342034,0.7608335348327397,0.8904738932941861,0.8978934365292507,0.905063449147898,0.10952610670581397,0.10210656347074921,0.09493655085210227
0.2727272727272727,0.11733408201403646,0.5526992044300145,0.30497926680924264,0.675883655708088,0.8834318019657752,0.8912835249555553,0.898875771516452,0.11656819803422486,0.10871647504444497,0.10112422848354785
0.2828282828282828,0.06939094968900451,0.6430422652322939,0.3560704887445524,0.6370439290112738,0.8761180517959896,0.8844126900791957,0.892438276030876,0.12388194820401055,0.11558730992080436,0.10756172396912396
0.29292929292929293,0.0910452187873944,0.5564244559504098,0.5527016824449782,0.6380235273902083,0.8685265974437687,0.8772745312726606,0.8857442797802805,0.13147340255623144,0.1227254687273392,0.11425572021971984
0.30303030303030304,0.07949831452712013,0.4078130569340801,0.35394715565462687,0.4895216655382335,0.8606516790060436,0.8698628604437174,0.8787872442314659,0.13934832099395655,0.13013713955628264,0.12121275576853435
0.3131313131313131,0.21739576033799998,0.6306681616543319,0.48741563286926287,0.2843595369564044,0.8524878684926357,0.8621717438444385,0.871560812257361,0.14751213150736434,0.13782825615556155,0.1284391877426393
0.3232323232323232,0.1223082535091776,0.4701624530240693,0.4633267157780926,0.5099336919756828,0.8440301185778967,0.8541955462784934,0.864058847614761,0.15596988142210322,0.14580445372150658,0.1359411523852389
0.33333333333333337,0.07181171324053412,0.6811643658859156,0.3650503833250612,0.3353813345939501,0.8352738134429724,0.8459289775879582,0.8562754768117404,0.16472618655702767,0.15407102241204249,0.14372452318825996
0.3434343434343434,0.17944474783476883,0.48387836652427657,0.7591221196811152,0.7184125975790459,0.8262148214736207,0.837367141259016,0.8482051332703505,0.17378517852637954,0.16263285874098368,0.15179486672964956
0.35353535353535354,0.07549992369747882,0.8247084868413741,0.5462626164531948,0.45826992095473623,0.8168495495262178,0.8285055849404885,0.8398426036518571,0.18315045047378237,0.17149441505951157,0.16015739634814286
0.3636363636363636,0.15931813209174955,0.4961409465779864,0.1714300752552261,0.3009942581991833,0.8071749984194381,0.8193403526203532,0.8311830761698701,0.1928250015805619,0.18065964737964724,0.16881692383012978
0.37373737373737376,0.049140469744029545,0.5568504257665239,0.48318610372378284,0.41785716290390457,0.7971888192517605,0.8098680381538819,0.822222190671639,0.20281118074823948,0.19013196184611822,0.17777780932836137
0.3838383838383838,0.09040178244137213,0.7113993683146315,0.36361450528143135,0.5880863222002364,0.786889370086273,0.8000858397831319,0.8129560902197602,0.21311062991372692,0.19991416021686792,0.18704390978024002
0.3939393939393939,0.18018351732840085,0.42265731307942034,0.5770653157053905,0.3616782940512793,0.7762757724852017,0.7899916152321542,0.8033814738561532,0.2237242275147982,0.21000838476784586,0.19661852614384687
0.4040404040404041,0.21715682766255587,0.6218914800842599,0.3451856505855286,0.30175388502670003,0.7653479673184056,0.7795839369062635,0.7934956501779724,0.23465203268159446,0.2204160630937366,0.20650434982202778
0.4141414141414141,0.19456540292417265,0.7682090253045443,0.44072898420300094,0.5488521855068031,0.7541067692140893,0.7688621466681241,0.7832965913019755,0.24589323078591083,0.23113785333187595,0.21670340869802476
0.4242424242424242,0.1873927208019543,0.35774137235003267,0.5280878540358179,0.5491487661718848,0.7425539189677453,0.7578264096094636,0.7727829867406495,0.2574460810322548,0.24217359039053665,0.22721701325935073
0.43434343434343436,0.1860065188446696,0.6030306632436286,0.5789432211987213,0.3748413316069418,0.7306921331785302,0.7464777661863645,0.7619542966612232,0.26930786682146995,0.25352223381363553,0.23804570333877703
0.4444444444444445,0.1313751273153269,0.6089044515754366,0.2877038722044812,0.38316478500583706,0.7185251503426816,0.7348181820397769,0.7508108039488012,0.28147484965731856,0.26518181796022317,0.2491891960511991
0.4545454545454545,0.18158287934173245,0.6768655165057889,0.40975001174782416,0.5461544369948695,0.7060577726031397,0.7228505947828248,0.7393536644486138,0.29394222739686054,0.2771494052171752,0.26064633555138644
0.46464646464646464,0.20514316588141457,0.39059837249716783,0.3899524224513964,0.15666634052732936,0.6932959023350844,0.7105789570043793,0.7275849547212888,0.3067040976649156,0.28942104299562066,0.2724150452787114
0.47474747474747475,0.29697190062056694,0.373856548437351,0.3648066724069809,0.16608298511604794,0.6802465727406231,0.6980082747159854,0.7155077166106809,0.3197534272593769,0.3019917252840148,0.28449228338931914
0.48484848484848486,0.26866460362755984,0.6253334843413416,0.7057685939651247,0.3258112387161848,0.6669179716340824,0.6851446404583601,0.703125997897802,0.3330820283659178,0.3148553595416399,0.296874002102198
0.494949494949495,0.16547164163867092,0.588542613570163,0.5139906473113988,0.442879469400162,0.6533194576239744,0.6719952602859893,0.6904448882983955,0.34668054237602586,0.32800473971401056,0.30955511170160477
0.505050505050505,0.2890214111291214,0.5764517800093228,0.2791631959617862,0.5644351827077764,0.6394615679400437,0.6585684738654027,0.6774705500573135,0.3605384320599564,0.34143152613459726,0.3225294499426867
0.5151515151515151,0.2619364175031027,0.5840410548278117,0.5862884088887703,0.83437723100537,0.6253560172149321,0.6448737669558531,0.6642102424015724,0.374643982785068,0.35512623304414687,0.33578975759842766
0.5252525252525253,0.25771317462862103,0.43504206105491594,0.7560508064722196,0.6911830390166365,0.6110156866105344,0.630921775591404,0.6506723391370861,0.38898431338946565,0.3690782244085959,0.34932766086291395
0.5353535353535354,0.33914506659972754,0.5560492322746715,0.6024433753937027,0.45528381796425266,0.5964546027791566,0.6167242813515199,0.6368663387127395,0.40354539722084337,0.3832757186484802,0.3631336612872607
0.5454545454545454,0.373976122025264,0.5582302076344714,0.24272591738493113,0.48795237765022537,0.581687906268678,0.6022941971934116,0.622802866130388,0.41831209373132194,0.3977058028065883,0.37719713386961207
0.5555555555555556,0.38111233783003695,0.41137611809932273,0.388643039418365,0.259954727647745,0.5667318091179623,0.5876455434233535,0.6084936661510075,0.4332681908820378,0.41235445657664654,0.39150633384899286
0.5656565656565656,0.2983707761477997,0.7643019522508789,0.635491856825656,0.48806899959121847,0.5516035415419748,0.5727934135050843,0.5939515873354735,0.4483964584580253,0.4272065864949158,0.4060484126645267
0.5757575757575758,0.34014789722921185,0.5635307710985664,0.3571466439319659,0.42544397072965434,0.5363212877730088,0.5577539295398836,0.5791905565628553,0.4636787122269913,0.44224607046011616,0.42080944343714494
0.5858585858585859,0.3882033460313449,0.3245259746526752,0.5194653757561044,0.5671732030651961,0.5209041113019663,0.542544187402842,0.5642255437885421,0.4790958886980339,0.4574558125971579,0.4357744562114581
0.5959595959595959,0.4367721178390352,0.5749194932201461,0.5660984008209473,0.3005923416775492,0.5053718699480411,0.527182191680642,0.5490725169374032,0.49462813005195916,0.4728178083193577,0.4509274830625969
0.6060606060606061,0.3723207775631985,0.34032504722608325,0.32623868761687685,0.6127554213687313,0.48974512137212817,0.5116867807245696,0.5337483869713339,0.5102548786278721,0.48831321927543014,0.46625161302866613
0.6161616161616161,0.40254451092800375,0.5784156222257621,0.4485117717002279,0.8476796660173506,0.47404501983410663,0.4960775423047407,0.5182709433232532,0.5259549801658935,0.503922457695259,0.4817290566767469
0.6262626262626262,0.3674987125462726,0.622619998667079,0.0,0.4671479711120998,0.458293205171843,0.480374720523558,0.5026587800477182,0.5417067948281568,0.519625279476442,0.49734121995228175
0.6363636363636364,0.37757734687993644,0.3390875229966831,0.31250071386163414,0.5854853681078349,0.4425116851451812,0.46459911481369137,0.4869312131982238,0.5574883148548186,0.5354008851863084,0.5130687868017763
0.6464646464646464,0.501214172281516,0.5798653077096182,0.42129964495229266,0.652349628342808,0.4267227124363215,0.44877197200389446,0.47110819009902943,0.5732772875636786,0.5512280279961056,0.5288918099009706
0.6565656565656566,0.5460039895748885,0.4951677003002319,0.2810099360984573,0.39934992895664473,0.4109486577240695,0.43291487258006994,0.45521019133094376,0.5890513422759304,0.5670851274199299,0.5447898086690564
0.6666666666666667,0.4845637715616812,0.5441147317271396,0.6870143004384245,0.5443097426434608,0.3952118803491676,0.4170496123948801,0.4392581263917418,0.6047881196508325,0.5829503876051197,0.5607418736082583
0.6767676767676767,0.5585146893968054,0.6856848669782523,0.2553039555440204,0.4952798734244902,0.37953459815768503,0.40119808118278094,0.42327322411873036,0.620465401842315,0.598801918817219,0.5767267758812695
0.6868686868686869,0.5399455120512968,0.37885465360619913,0.39487218989099887,0.5150039442328588,0.3639387581465323,0.3853821393152146,0.40727691906967195,0.6360612418534676,0.6146178606847854,0.592723080930328
0.696969696969697,0.5018620589068608,0.2996143075873432,0.4753324602692559,0.3131618705207937,0.3484459095377344,0.36962349428004704,0.39129073514539575,0.6515540904622656,0.630376505719953,0.6087092648546042
0.7070707070707071,0.5726364258489044,0.2722082913800103,0.660070679579945,0.4980426471885664,0.3330770808755123,0.35394357838824053,0.37533616780020695,0.6669229191244878,0.6460564216117594,0.6246638321997932
0.7171717171717171,0.6527425179840255,0.27391903883768265,0.2544975312189935,0.6078064843449386,0.31785266267297674,0.33836342919822626,0.35943456622246045,0.6821473373270233,0.6616365708017737,0.6405654337775394
0.7272727272727272,0.5844825517704307,0.3682363744013454,0.6208671860994166,0.8287642730598119,0.3027922970348811,0.3229035741044659,0.3436070168760835,0.6972077029651189,0.6770964258955339,0.6563929831239165
0.7373737373737373,0.6877053453989529,0.4178408379826435,0.4583452124359759,0.7147385098434812,0.28791477555223494,0.30758392046231375,0.3278742297738791,0.7120852244477651,0.692416079537686,0.6721257702261211
0.7474747474747475,0.47870327595068324,0.4001311359904545,0.31854511721008566,0.9915106550982156,0.27323794660727235,0.29242365251844216,0.3122564288055178,0.7267620533927277,0.7075763474815575,0.6877435711944823
0.7575757575757576,0.6814800719391676,0.4680849752162072,0.5220427720248854,0.3144744844553659,0.25877863304796384,0.27744113628775624,0.29677324736848054,0.7412213669520362,0.7225588637122433,0.7032267526315196
0.7676767676767676,0.6588211926664924,0.34584013074590086,0.48496301137556475,0.694581749655145,0.2445525609951153,0.26265383336753606,0.28144363045092713,0.7554474390048848,0.7373461666324638,0.7185563695490729
0.7777777777777778,0.6550162786375647,0.5377916237377481,0.3722936140716581,0.5348629826105238,0.23057430033785759,0.24807822451187828,0.26628574419440165,0.7694256996621425,0.7519217754881216,0.7337142558055986
0.7878787878787878,0.6931515686358702,0.28955498431695254,0.4667423133365907,1.0,0.21685721726081425,0.23372974360916718,0.2513168938248731,0.7831427827391858,0.7662702563908327,0.7486831061751269
0.7979797979797979,0.5979112537930137,0.6967232195843752,0.4025872869950731,0.3049813033784629,0.2034134389343852,0.21962272251736167,0.23655345068687567,0.7965865610656148,0.780377277482638,0.7634465493131245
0.8080808080808082,0.7103322048650733,0.3960776092094928,0.47290460082836466,0.2976967062565037,0.1902538302939339,0.20577034702147923,0.22201078895166618,0.8097461697060662,0.7942296529785206,0.7779892110483341
0.8181818181818181,0.7583841575947569,0.18070569165402994,0.5502394499537661,0.3534097302335901,0.17738798263941238,0.19218462398982067,0.20770323240094235,0.8226120173605876,0.8078153760101794,0.7922967675990576
0.8282828282828282,0.8357207956101759,0.14223289483582993,0.6804743377328555,0.0,0.16482421360858496,0.17887635962489035,0.19364401151707258,0.8351757863914152,0.8211236403751098,0.8063559884829273
0.8383838383838385,0.7446752131201316,0.3500706180248765,0.2824150227605568,0.37048037647234916,0.15256957791828754,0.16585514853586766,0.17984523094341615,0.8474304220817125,0.8341448514641323,0.8201547690565839
0.8484848484848484,0.7456043415237462,0.24312566259434706,0.7575840993163803,0.31637885979229785,0.14062988813191243,0.15312937320549053,0.16631784721798107,0.8593701118680878,0.8468706267945094,0.833682152782019
0.8585858585858587,0.7786172289055872,0.3652731396890131,0.18172818621891945,0.5272249388160996,0.12900974459953723,0.14070621328824046,0.15307165653404242,0.8709902554004629,0.8592937867117594,0.8469283434659578
0.8686868686868687,0.871415793838382,0.32331201834979556,0.43550644971254854,0.5715864495505181,0.11771257363086336,0.12859166406095854,0.14011529214528815,0.8822874263691365,0.8714083359390414,0.8598847078547119
0.8787878787878787,0.8558514310039422,0.23889871437209165,0.5398343921298504,0.9272939259550523,0.10674067290050207,0.11679056325280024,0.1274562309130509,0.893259327099498,0.8832094367471994,0.8725437690869492
0.888888888888889,0.8254111485071226,0.12282900542513223,0.49651251598031815,0.7126876044368835,0.09609526304959451,0.1053066254094822,0.1151008083908716,0.9039047369504055,0.8946933745905178,0.8848991916091282
0.898989898989899,0.8974157585132101,0.02162969068078357,0.3691243659228668,0.3586231193845397,0.08577654443582164,0.0941424828968368,0.1030542417581617,0.9142234555641785,0.9058575171031629,0.8969457582418384
0.909090909090909,0.8904101368513756,0.16252529215409256,0.42756492664974527,0.2840905566787715,0.0757837579936906,0.08329973262020299,0.09132065985047617,0.9242162420063095,0.916700267379797,0.9086793401495238
0.9191919191919192,0.9526831809340616,0.3362374996217399,0.3874072255985751,0.6063972250939856,0.06611524919615812,0.07277898752768724,0.07990313948877142,0.9338847508038419,0.9272210124723127,0.9200968605112287
0.9292929292929293,0.8774471879358214,0.23900455005948196,0.37382337471491944,0.18630474242487025,0.05676853415443896,0.06257993197518902,0.06880374728327464,0.9432314658455611,0.9374200680248108,0.9311962527167255
0.9393939393939394,0.9123512616166798,0.027983405023615168,0.5766662124855061,0.9169287899288004,0.04774036695239594,0.05270138005714892,0.0580235860781619,0.9522596330476041,0.9472986199428509,0.9419764139218382
0.9494949494949496,0.9232827075416601,0.21827903494131617,0.5072291258986563,0.7657780728996256,0.03902680738224482,0.04314133604694211,0.04756284520959207,0.9609731926177552,0.9568586639530577,0.9524371547904081
0.9595959595959596,0.8795598992075371,0.24055204997471957,0.35922725751963697,0.383596584642645,0.0306232883265215,0.03389705614228434,0.037420853770039446,0.9693767116734785,0.9661029438577154,0.9625791462299607
0.9696969696969695,0.9883794297827028,0.05654979958857133,0.5837141102375734,0.09522250574971075,0.022524682114611783,0.024965110771436816,0.027596136104372834,0.9774753178853882,0.9750348892285632,0.9724038638956269
0.9797979797979798,1.0,0.19416687557073795,0.5002209537414918,0.8062148922726569,0.01472536526806836,0.016341446783002762,0.0180864688056561,0.9852746347319317,0.9836585532169974,0.9819135311943438
0.98989898989899,0.9993823450333952,0.1740415313877881,0.5714871901796459,0.46580812397519433,0.007219281135202046,0.008021448913446036,0.008888938529208853,0.9927807188647979,0.9919785510865538,0.9911110614707912
1.0,0.999322492583845,0.0,0.5456578545274079,0.7793108195949254,0.0,0.0,0.0,1.0,1.0,1.0
